trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
4224,False,"{'a': 0.3, 'e': 0.3328000000000425}",25,0,-53.13666005568577,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
4225,False,"{'a': 0.3, 'e': 0.3325000000000425}",20,0,-49.74141418969731,"{0: 15, 1: 2, 2: 0, 3: 3, 4: 0}",0
4226,False,"{'a': 0.3, 'e': 0.33220000000004246}",25,0,-47.679527345026514,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
4227,False,"{'a': 0.3, 'e': 0.33190000000004244}",30,4,14.702000762580827,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
4228,False,"{'a': 0.3, 'e': 0.3316000000000424}",25,10,5.003458270434236,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
4229,False,"{'a': 0.3, 'e': 0.3313000000000424}",20,2,-37.77514252145586,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
4230,False,"{'a': 0.3, 'e': 0.33100000000004237}",25,2,17.01693240910835,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
4231,False,"{'a': 0.3, 'e': 0.33070000000004235}",20,9,-4.466789384831822,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
4232,False,"{'a': 0.3, 'e': 0.3304000000000423}",30,10,-24.428478784822442,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
4233,False,"{'a': 0.3, 'e': 0.3301000000000423}",30,4,-41.83684270689487,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 1}",1
4234,False,"{'a': 0.3, 'e': 0.3298000000000423}",20,0,-5.810233011336328,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
4235,False,"{'a': 0.3, 'e': 0.32950000000004226}",20,3,-17.40177585764296,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
4236,False,"{'a': 0.3, 'e': 0.32920000000004224}",20,9,4.896051805990735,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4237,False,"{'a': 0.3, 'e': 0.3289000000000422}",25,12,-15.869070483275744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
4238,False,"{'a': 0.3, 'e': 0.3286000000000422}",30,2,-14.239139705494836,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 1}",1
4239,False,"{'a': 0.3, 'e': 0.32830000000004217}",20,4,-38.60822551311662,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
4240,False,"{'a': 0.3, 'e': 0.32800000000004215}",30,16,-18.477223599746182,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
4241,False,"{'a': 0.3, 'e': 0.3277000000000421}",20,12,6.952416867598496,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4242,False,"{'a': 0.3, 'e': 0.3274000000000421}",35,9,-19.83947741437643,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 1}",1
4243,False,"{'a': 0.3, 'e': 0.3271000000000421}",20,0,1.2235271903815967,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
4244,False,"{'a': 0.3, 'e': 0.32680000000004206}",25,2,31.83388633532242,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
4245,False,"{'a': 0.3, 'e': 0.32650000000004203}",20,14,-30.3014159416949,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
4246,False,"{'a': 0.3, 'e': 0.326200000000042}",25,4,-9.857007823472228,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
4247,False,"{'a': 0.3, 'e': 0.325900000000042}",30,18,23.176541042440007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4248,False,"{'a': 0.3, 'e': 0.32560000000004197}",25,7,-65.26843078100235,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
4249,False,"{'a': 0.3, 'e': 0.32530000000004194}",20,0,-66.833963443127,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
4250,False,"{'a': 0.3, 'e': 0.3250000000000419}",35,27,13.70493279565157,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4251,False,"{'a': 0.3, 'e': 0.3247000000000419}",25,14,-79.35176064570884,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
4252,False,"{'a': 0.3, 'e': 0.3244000000000419}",25,9,29.57918181546351,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4253,False,"{'a': 0.3, 'e': 0.32410000000004185}",20,9,-5.135979918769685,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
4254,False,"{'a': 0.3, 'e': 0.32380000000004183}",20,0,10.74124660997653,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
4255,False,"{'a': 0.3, 'e': 0.3235000000000418}",20,0,-21.545893136001286,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
4256,False,"{'a': 0.3, 'e': 0.3232000000000418}",20,10,-1.8703894209109713,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
4257,False,"{'a': 0.3, 'e': 0.32290000000004176}",25,4,34.46220853843281,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4258,False,"{'a': 0.3, 'e': 0.32260000000004174}",20,0,-63.17000573238526,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
4259,False,"{'a': 0.3, 'e': 0.3223000000000417}",35,7,2.985688030005109,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 0}",1
4260,False,"{'a': 0.3, 'e': 0.3220000000000417}",20,0,23.227579543138475,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
4261,False,"{'a': 0.3, 'e': 0.3217000000000417}",25,11,16.88552515629085,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
4262,False,"{'a': 0.3, 'e': 0.32140000000004165}",25,15,7.223731121662336,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4263,False,"{'a': 0.3, 'e': 0.32110000000004163}",20,12,-26.530915999600296,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
4264,False,"{'a': 0.3, 'e': 0.3208000000000416}",20,10,18.374948916543374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4265,False,"{'a': 0.3, 'e': 0.3205000000000416}",20,1,27.79373279644078,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4266,False,"{'a': 0.3, 'e': 0.32020000000004156}",20,9,16.638314103105433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4267,False,"{'a': 0.3, 'e': 0.31990000000004154}",20,0,-9.515298084433333,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
4268,False,"{'a': 0.3, 'e': 0.3196000000000415}",20,15,2.722686281379576,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
4269,False,"{'a': 0.3, 'e': 0.3193000000000415}",20,8,10.107265728734616,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4270,False,"{'a': 0.3, 'e': 0.3190000000000415}",20,7,9.552736707380069,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
4271,False,"{'a': 0.3, 'e': 0.31870000000004145}",20,11,-5.331939500437502,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
4272,False,"{'a': 0.3, 'e': 0.3184000000000414}",25,12,12.610793741775112,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
4273,False,"{'a': 0.3, 'e': 0.3181000000000414}",20,8,20.874049245131125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4274,False,"{'a': 0.3, 'e': 0.3178000000000414}",20,9,-27.400811452442657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
4275,False,"{'a': 0.3, 'e': 0.31750000000004136}",20,13,1.214933169842882,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
4276,False,"{'a': 0.3, 'e': 0.31720000000004134}",20,10,23.31224053389365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4277,False,"{'a': 0.3, 'e': 0.3169000000000413}",25,0,1.3890560815355273,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
4278,False,"{'a': 0.3, 'e': 0.3166000000000413}",30,12,13.708136355011733,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
4279,False,"{'a': 0.3, 'e': 0.31630000000004127}",20,5,24.472005029544334,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4280,False,"{'a': 0.3, 'e': 0.31600000000004125}",25,19,11.945393258259056,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4281,False,"{'a': 0.3, 'e': 0.3157000000000412}",20,9,-44.78626524501476,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
4282,False,"{'a': 0.3, 'e': 0.3154000000000412}",25,10,-34.54486507610057,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
4283,False,"{'a': 0.3, 'e': 0.3151000000000412}",20,5,13.323150362360533,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
4284,False,"{'a': 0.3, 'e': 0.31480000000004116}",25,13,11.972504733163518,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
4285,False,"{'a': 0.3, 'e': 0.31450000000004114}",20,16,8.595294532879457,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4286,False,"{'a': 0.3, 'e': 0.3142000000000411}",20,14,9.735648627574168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4287,False,"{'a': 0.3, 'e': 0.3139000000000411}",30,7,-4.013897168013478,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
4288,False,"{'a': 0.3, 'e': 0.31360000000004107}",20,12,17.674594539911382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4289,False,"{'a': 0.3, 'e': 0.31330000000004105}",25,0,-61.788245464173094,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
4290,False,"{'a': 0.3, 'e': 0.313000000000041}",30,20,12.59835388971311,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
4291,False,"{'a': 0.3, 'e': 0.312700000000041}",20,12,-5.296644056692692,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
4292,False,"{'a': 0.3, 'e': 0.312400000000041}",20,0,-13.393680508845824,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
4293,False,"{'a': 0.3, 'e': 0.31210000000004096}",20,3,-25.313884551973416,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
4294,False,"{'a': 0.3, 'e': 0.31180000000004093}",20,8,19.93792223975203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4295,False,"{'a': 0.3, 'e': 0.3115000000000409}",25,5,-60.85918284666314,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
4296,False,"{'a': 0.3, 'e': 0.3112000000000409}",20,12,3.334847508646453,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4297,False,"{'a': 0.3, 'e': 0.31090000000004087}",20,6,2.5116635447225493,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
4298,False,"{'a': 0.3, 'e': 0.31060000000004084}",20,4,-12.133843293579714,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
4299,False,"{'a': 0.3, 'e': 0.3103000000000408}",35,24,21.067734207409895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4300,False,"{'a': 0.3, 'e': 0.3100000000000408}",25,19,13.91909572028407,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4301,False,"{'a': 0.3, 'e': 0.3097000000000408}",25,13,22.69959689624983,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4302,False,"{'a': 0.3, 'e': 0.30940000000004075}",20,16,5.790101705129633,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4303,False,"{'a': 0.3, 'e': 0.30910000000004073}",20,9,0.5460307838771881,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
4304,False,"{'a': 0.3, 'e': 0.3088000000000407}",35,16,8.052660829429923,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
4305,False,"{'a': 0.3, 'e': 0.3085000000000407}",20,11,-35.46298801933362,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
4306,False,"{'a': 0.3, 'e': 0.30820000000004066}",20,6,17.97564444179857,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
4307,False,"{'a': 0.3, 'e': 0.30790000000004064}",20,16,8.112396039494758,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4308,False,"{'a': 0.3, 'e': 0.3076000000000406}",35,22,20.258604762826128,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4309,False,"{'a': 0.3, 'e': 0.3073000000000406}",25,11,21.79217671770295,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4310,False,"{'a': 0.3, 'e': 0.3070000000000406}",30,14,35.82274798344186,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4311,False,"{'a': 0.3, 'e': 0.30670000000004055}",25,0,-32.3428275585157,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
4312,False,"{'a': 0.3, 'e': 0.30640000000004053}",30,15,-15.51588189540264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
4313,False,"{'a': 0.3, 'e': 0.3061000000000405}",20,5,29.236076962461574,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4314,False,"{'a': 0.3, 'e': 0.3058000000000405}",25,8,-44.917274043546364,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
4315,False,"{'a': 0.3, 'e': 0.30550000000004046}",20,3,29.716997139362768,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4316,False,"{'a': 0.3, 'e': 0.30520000000004044}",30,20,-13.815189047408872,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
4317,False,"{'a': 0.3, 'e': 0.3049000000000404}",20,13,10.491209328659064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4318,False,"{'a': 0.3, 'e': 0.3046000000000404}",30,11,24.996667707505875,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
4319,False,"{'a': 0.3, 'e': 0.30430000000004037}",20,1,13.15419006518049,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
4320,False,"{'a': 0.3, 'e': 0.30400000000004035}",20,0,12.328954927839456,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
4321,False,"{'a': 0.3, 'e': 0.3037000000000403}",20,6,28.35499045662593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4322,False,"{'a': 0.3, 'e': 0.3034000000000403}",20,5,9.484924851485882,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
4323,False,"{'a': 0.3, 'e': 0.3031000000000403}",25,7,-10.873108710276114,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
4324,False,"{'a': 0.3, 'e': 0.30280000000004026}",20,5,17.7531083599882,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
4325,False,"{'a': 0.3, 'e': 0.30250000000004024}",25,11,16.13870597980565,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
4326,False,"{'a': 0.3, 'e': 0.3022000000000402}",20,1,-18.224102237253383,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
4327,False,"{'a': 0.3, 'e': 0.3019000000000402}",25,17,14.726439285833825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4328,False,"{'a': 0.3, 'e': 0.30160000000004017}",20,14,4.10160028154936,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
4329,False,"{'a': 0.3, 'e': 0.30130000000004015}",25,10,27.79042958829147,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4330,False,"{'a': 0.3, 'e': 0.3010000000000401}",20,6,19.805514888654194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4331,False,"{'a': 0.3, 'e': 0.3007000000000401}",25,13,8.883251012593595,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4332,False,"{'a': 0.3, 'e': 0.3004000000000401}",25,14,9.449396716605877,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4333,False,"{'a': 0.3, 'e': 0.30010000000004006}",20,10,3.349528754916159,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4334,False,"{'a': 0.3, 'e': 0.29980000000004003}",20,5,-7.210246169728162,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
4335,False,"{'a': 0.3, 'e': 0.29950000000004}",30,20,19.6659280092452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4336,False,"{'a': 0.3, 'e': 0.29920000000004}",20,15,6.889702995680334,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4337,False,"{'a': 0.3, 'e': 0.29890000000003997}",25,16,17.981998562486403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4338,False,"{'a': 0.3, 'e': 0.29860000000003994}",30,3,-22.444846786299966,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",1
4339,False,"{'a': 0.3, 'e': 0.2983000000000399}",20,9,13.446541809557186,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
4340,False,"{'a': 0.3, 'e': 0.2980000000000399}",30,20,16.47480035310523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4341,False,"{'a': 0.3, 'e': 0.2977000000000399}",25,13,22.884605073420282,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4342,False,"{'a': 0.3, 'e': 0.29740000000003985}",25,15,4.308924857644221,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4343,False,"{'a': 0.3, 'e': 0.29710000000003983}",25,0,-20.45199669142979,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
4344,False,"{'a': 0.3, 'e': 0.2968000000000398}",30,14,26.530877101927334,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
4345,False,"{'a': 0.3, 'e': 0.2965000000000398}",25,1,7.4045714062601125,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
4346,False,"{'a': 0.3, 'e': 0.29620000000003976}",35,18,-4.591839308444753,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
4347,False,"{'a': 0.3, 'e': 0.29590000000003974}",20,11,18.852978189249185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4348,False,"{'a': 0.3, 'e': 0.2956000000000397}",25,11,-58.81209404404423,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 1}",1
4349,False,"{'a': 0.3, 'e': 0.2953000000000397}",20,14,-7.37213788730329,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
4350,False,"{'a': 0.3, 'e': 0.2950000000000397}",30,2,-2.7186875855861103,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 0}",1
4351,False,"{'a': 0.3, 'e': 0.29470000000003965}",35,20,-9.723042767613874,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
4352,False,"{'a': 0.3, 'e': 0.29440000000003963}",25,17,-4.744580790786554,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
4353,False,"{'a': 0.3, 'e': 0.2941000000000396}",25,4,27.781081141901076,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
4354,False,"{'a': 0.3, 'e': 0.2938000000000396}",20,5,-11.653327297641741,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
4355,False,"{'a': 0.3, 'e': 0.29350000000003956}",20,0,7.147456181080544,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
4356,False,"{'a': 0.3, 'e': 0.29320000000003954}",20,3,-60.97803293679272,"{0: 13, 1: 1, 2: 0, 3: 2, 4: 1}",1
4357,False,"{'a': 0.3, 'e': 0.2929000000000395}",20,12,14.820730728619207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4358,False,"{'a': 0.3, 'e': 0.2926000000000395}",30,17,22.256301245332267,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4359,False,"{'a': 0.3, 'e': 0.2923000000000395}",20,0,-55.827811670025895,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
4360,False,"{'a': 0.3, 'e': 0.29200000000003945}",25,10,-27.173014995415542,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
4361,False,"{'a': 0.3, 'e': 0.2917000000000394}",20,9,11.518440611068726,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
4362,False,"{'a': 0.3, 'e': 0.2914000000000394}",20,0,18.079799717346372,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
4363,False,"{'a': 0.3, 'e': 0.2911000000000394}",30,13,17.828749938979016,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
4364,False,"{'a': 0.3, 'e': 0.29080000000003936}",20,15,8.359614321018663,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4365,False,"{'a': 0.3, 'e': 0.29050000000003934}",20,15,12.025719409666348,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4366,False,"{'a': 0.3, 'e': 0.2902000000000393}",25,3,-58.265846926900544,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
4367,False,"{'a': 0.3, 'e': 0.2899000000000393}",25,2,-107.82905980552326,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 2}",1
4368,False,"{'a': 0.3, 'e': 0.28960000000003927}",30,0,-10.3749728179844,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
4369,False,"{'a': 0.3, 'e': 0.28930000000003925}",20,13,9.590468929017929,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4370,False,"{'a': 0.3, 'e': 0.2890000000000392}",25,12,10.506089397139785,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
4371,False,"{'a': 0.3, 'e': 0.2887000000000392}",35,23,14.40481350441165,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
4372,False,"{'a': 0.3, 'e': 0.2884000000000392}",25,11,27.34119794226058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4373,False,"{'a': 0.3, 'e': 0.28810000000003916}",20,10,-0.10970438294691665,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
4374,False,"{'a': 0.3, 'e': 0.28780000000003914}",20,8,7.312494124085398,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
4375,False,"{'a': 0.3, 'e': 0.2875000000000391}",30,8,-48.88252033570698,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
4376,False,"{'a': 0.3, 'e': 0.2872000000000391}",20,0,10.10209994368034,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
4377,False,"{'a': 0.3, 'e': 0.28690000000003907}",20,5,6.808889314597767,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
4378,False,"{'a': 0.3, 'e': 0.28660000000003905}",25,0,13.403746685986595,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
4379,False,"{'a': 0.3, 'e': 0.286300000000039}",20,8,-33.99652853177028,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
4380,False,"{'a': 0.3, 'e': 0.286000000000039}",25,11,-21.178007992538227,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
4381,False,"{'a': 0.3, 'e': 0.285700000000039}",30,3,22.025873681031264,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
4382,False,"{'a': 0.3, 'e': 0.28540000000003896}",30,18,9.923345297458905,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4383,False,"{'a': 0.3, 'e': 0.28510000000003893}",20,9,16.119281864325977,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4384,False,"{'a': 0.3, 'e': 0.2848000000000389}",25,13,3.5894271150906736,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
4385,False,"{'a': 0.3, 'e': 0.2845000000000389}",30,8,-16.658434751045945,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
4386,False,"{'a': 0.3, 'e': 0.28420000000003887}",20,8,3.0642505211310276,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
4387,False,"{'a': 0.3, 'e': 0.28390000000003884}",30,16,16.547954045474157,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4388,False,"{'a': 0.3, 'e': 0.2836000000000388}",25,10,8.224013572170305,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
4389,False,"{'a': 0.3, 'e': 0.2833000000000388}",30,15,16.593244884035407,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
4390,False,"{'a': 0.3, 'e': 0.2830000000000388}",20,8,22.922863640145742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4391,False,"{'a': 0.3, 'e': 0.28270000000003875}",25,14,-31.344023888374256,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
4392,False,"{'a': 0.3, 'e': 0.28240000000003873}",30,11,-8.225703582990587,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
4393,False,"{'a': 0.3, 'e': 0.2821000000000387}",30,15,-5.736946437442053,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
4394,False,"{'a': 0.3, 'e': 0.2818000000000387}",30,20,17.239053527610363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4395,False,"{'a': 0.3, 'e': 0.28150000000003866}",30,0,-66.59590593971052,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
4396,False,"{'a': 0.3, 'e': 0.28120000000003864}",30,13,-45.79662270322499,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
4397,False,"{'a': 0.3, 'e': 0.2809000000000386}",25,8,16.59673445247077,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
4398,False,"{'a': 0.3, 'e': 0.2806000000000386}",20,12,13.468465393515576,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4399,False,"{'a': 0.3, 'e': 0.2803000000000386}",20,0,-35.57128214742254,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
4400,False,"{'a': 0.3, 'e': 0.28000000000003855}",30,20,7.8120242770287325,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
4401,False,"{'a': 0.3, 'e': 0.27970000000003853}",30,16,-14.170973727056651,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
4402,False,"{'a': 0.3, 'e': 0.2794000000000385}",30,11,4.914537392239074,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
4403,False,"{'a': 0.3, 'e': 0.2791000000000385}",20,9,8.921075340995923,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4404,False,"{'a': 0.3, 'e': 0.27880000000003846}",25,0,-14.132281123006733,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
4405,False,"{'a': 0.3, 'e': 0.27850000000003844}",20,0,0.12194818429746768,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
